aX,aY,aZ,gX,gY,gZ
0.504,0.932,0.995,26.001,21.484,20.691
0.531,1.093,0.999,33.020,23.254,20.447
0.565,1.256,0.973,37.720,26.978,14.160
0.599,1.421,0.895,42.297,32.104,2.319
0.632,1.551,0.762,46.631,38.452,-16.296
0.679,1.636,0.613,50.171,46.082,-43.091
0.720,1.690,0.462,46.204,56.091,-78.003
0.718,1.711,0.306,32.959,68.481,-120.850
0.671,1.638,0.219,15.930,74.036,-168.030
0.541,1.434,0.295,7.690,67.383,-213.806
0.384,1.120,0.290,16.174,57.861,-249.939
0.254,0.775,0.275,40.405,46.448,-269.897
0.146,0.608,0.330,52.124,33.203,-282.593
0.038,0.631,0.405,54.260,23.682,-295.654
-0.103,0.641,0.426,65.613,13.184,-314.453
-0.296,0.489,0.442,85.815,0.671,-341.736
-0.515,0.026,0.433,110.840,-11.414,-368.958
-0.633,-0.642,0.415,133.118,-22.217,-382.874
-0.682,-1.296,0.520,139.343,-45.959,-379.944
-0.654,-1.738,0.671,136.658,-68.909,-356.506
-0.585,-1.891,0.842,133.240,-81.055,-314.209
-0.505,-1.868,0.961,127.075,-77.271,-265.686
-0.422,-1.809,0.946,118.347,-59.937,-219.788
-0.332,-1.747,0.815,108.398,-39.429,-179.077
-0.245,-1.665,0.692,97.229,-25.146,-144.409
-0.177,-1.562,0.612,84.534,-17.700,-116.028
-0.122,-1.444,0.604,68.054,-15.259,-93.811
-0.086,-1.311,0.678,51.453,-16.541,-77.271
-0.054,-1.206,0.742,39.124,-15.808,-64.453
-0.026,-1.145,0.775,31.860,-13.367,-55.725
0.001,-1.119,0.811,29.480,-11.169,-48.279
0.024,-1.097,0.841,27.893,-7.019,-40.222
0.054,-1.057,0.832,26.123,-1.221,-31.433
0.088,-1.010,0.785,24.658,4.883,-23.254
0.130,-0.961,0.728,22.156,10.437,-16.663
0.166,-0.900,0.683,18.372,13.306,-11.292
0.201,-0.844,0.644,14.771,14.404,-7.446
0.224,-0.797,0.619,12.146,13.977,-4.700
0.245,-0.753,0.612,9.949,12.451,-3.113
0.260,-0.743,0.599,9.583,10.437,-2.197
0.271,-0.739,0.605,9.949,7.507,-1.770
0.281,-0.723,0.618,9.766,4.822,-1.099
0.294,-0.700,0.624,9.338,3.296,-0.305
0.304,-0.687,0.641,8.667,2.197,0.305
0.314,-0.678,0.652,7.751,1.831,0.488
0.324,-0.669,0.655,6.653,1.892,1.038
0.332,-0.658,0.657,5.493,1.709,1.404
0.338,-0.639,0.660,4.395,1.343,1.892
0.342,-0.621,0.662,3.784,0.732,1.953
0.342,-0.623,0.675,3.662,0.000,1.770
0.341,-0.614,0.693,2.747,-0.244,1.526
0.341,-0.602,0.692,2.258,-0.183,1.343
0.343,-0.603,0.682,2.869,-0.122,0.916
0.344,-0.608,0.681,3.418,-0.671,0.366
0.345,-0.612,0.683,3.784,-1.160,-0.061
0.345,-0.614,0.688,4.028,-1.709,-0.122
0.348,-0.611,0.690,4.150,-1.831,-0.183
0.349,-0.605,0.683,3.906,-1.526,-0.122
0.350,-0.610,0.676,3.967,-1.404,-0.610
0.347,-0.617,0.670,3.601,-1.587,-1.099
0.344,-0.621,0.667,2.747,-2.014,-1.282
0.338,-0.625,0.666,1.770,-2.380,-1.404
0.333,-0.626,0.677,1.282,-2.930,-1.404
0.325,-0.630,0.689,0.977,-3.479,-1.526
0.320,-0.636,0.699,0.916,-3.784,-1.709
0.315,-0.638,0.701,1.648,-4.150,-1.587
0.312,-0.634,0.707,2.319,-4.333,-1.465
0.308,-0.635,0.723,2.563,-4.395,-1.526
0.303,-0.642,0.734,2.869,-4.028,-1.709
0.300,-0.653,0.732,2.563,-3.174,-1.892
0.298,-0.654,0.730,1.770,-2.563,-1.770
0.297,-0.653,0.729,1.465,-2.075,-1.648
0.295,-0.654,0.732,1.892,-1.953,-1.282
0.294,-0.656,0.734,2.441,-1.770,-1.038
0.296,-0.654,0.732,3.296,-1.648,-0.549
0.299,-0.652,0.719,3.784,-1.282,0.183
0.303,-0.647,0.711,3.967,-1.221,0.732
0.303,-0.645,0.708,3.906,-1.404,0.854
0.302,-0.640,0.716,3.723,-1.526,0.916
0.303,-0.632,0.716,4.089,-1.526,1.099
0.663,-0.330,0.650,-5.981,-10.193,14.099
0.662,-0.304,0.644,-8.545,-10.376,16.418
0.655,-0.273,0.683,-11.353,-13.000,18.005
0.651,-0.255,0.690,-10.803,-14.404,18.799
0.648,-0.243,0.705,-10.559,-14.954,18.982
0.640,-0.237,0.715,-9.521,-15.686,19.226
0.639,-0.229,0.711,-9.216,-14.893,19.836
0.638,-0.211,0.712,-9.338,-14.893,20.386
0.638,-0.200,0.714,-8.850,-15.747,20.691
0.630,-0.186,0.724,-8.606,-16.174,20.935
0.623,-0.170,0.734,-8.362,-16.052,21.057
0.621,-0.154,0.728,-7.812,-15.442,21.179
0.616,-0.144,0.732,-8.240,-15.076,20.752
0.612,-0.143,0.734,-8.545,-14.526,19.958
0.608,-0.137,0.733,-9.216,-13.855,19.714
0.604,-0.128,0.735,-10.071,-13.123,19.592
0.598,-0.110,0.744,-10.742,-12.756,19.165
0.593,-0.095,0.754,-10.986,-12.085,18.738
0.589,-0.082,0.765,-11.047,-11.230,18.127
0.584,-0.072,0.775,-10.315,-10.498,17.029
0.583,-0.071,0.770,-8.850,-9.155,16.113
0.581,-0.066,0.768,-7.996,-8.240,15.442
0.573,-0.060,0.776,-7.935,-7.385,14.465
0.576,-0.041,0.789,-7.507,-6.287,14.343
0.579,-0.019,0.801,-7.874,-4.883,13.916
0.579,-0.004,0.801,-8.362,-2.625,12.634
0.587,0.011,0.801,-9.766,-0.061,11.169
0.591,0.025,0.795,-11.963,2.625,9.460
0.600,0.042,0.802,-15.442,5.432,7.446
0.606,0.065,0.803,-18.738,8.484,5.859
0.621,0.103,0.809,-21.240,11.414,4.761
0.631,0.152,0.832,-22.827,13.733,3.235
0.642,0.197,0.861,-23.010,15.503,1.343
0.658,0.251,0.886,-20.569,17.700,-0.183
0.677,0.304,0.905,-16.479,20.752,-1.526
0.694,0.348,0.904,-12.390,23.865,-3.906
0.712,0.387,0.902,-9.033,26.245,-7.202
0.729,0.441,0.931,-6.897,27.771,-10.498
0.733,0.508,0.985,-4.639,30.823,-14.526
0.735,0.569,0.990,-0.793,36.743,-20.020
0.742,0.616,0.976,3.113,43.152,-27.527
0.751,0.656,0.940,6.165,48.584,-37.048
0.753,0.687,0.885,9.644,52.979,-47.852
0.755,0.691,0.869,11.353,55.664,-60.791
0.746,0.696,0.852,12.451,58.350,-74.524
0.744,0.677,0.794,13.550,63.477,-88.440
0.733,0.642,0.724,13.062,67.444,-103.455
0.704,0.616,0.658,12.146,69.336,-117.859
0.680,0.580,0.603,14.343,69.397,-131.287
0.648,0.546,0.559,21.729,67.566,-144.592
0.624,0.471,0.483,36.621,65.186,-157.043
0.595,0.387,0.420,49.194,62.073,-169.128
0.550,0.315,0.379,56.763,57.678,-181.946
0.492,0.270,0.350,61.523,53.711,-195.557
0.430,0.216,0.323,64.697,51.147,-211.731
0.348,0.123,0.273,68.848,48.157,-229.736
0.248,-0.060,0.228,73.792,43.213,-247.925
0.142,-0.328,0.234,77.881,34.485,-262.512
0.043,-0.567,0.227,81.360,26.855,-269.043
-0.024,-0.831,0.189,90.027,17.395,-268.433
-0.078,-1.133,0.173,103.027,0.305,-261.169
-0.104,-1.417,0.214,113.525,-16.846,-245.850
-0.109,-1.585,0.297,114.075,-29.846,-221.191
-0.105,-1.646,0.383,108.887,-33.997,-190.369
-0.096,-1.607,0.468,98.938,-30.273,-158.203
-0.074,-1.499,0.524,84.900,-20.752,-130.432
-0.051,-1.401,0.520,70.801,-8.301,-111.023
-0.025,-1.336,0.480,56.091,4.150,-98.267
0.002,-1.300,0.437,38.452,15.930,-90.332
0.029,-1.299,0.400,20.325,26.062,-84.595
0.060,-1.299,0.374,4.761,33.630,-78.552
0.092,-1.275,0.359,-4.761,37.170,-70.740
0.125,-1.248,0.317,-7.446,37.231,-62.195
0.156,-1.240,0.296,-7.446,34.424,-54.077
0.180,-1.214,0.314,-4.761,28.320,-45.349
0.203,-1.174,0.331,0.793,21.729,-36.316
0.225,-1.106,0.342,7.507,16.113,-27.893
0.247,-1.042,0.335,14.160,11.658,-21.545
0.263,-1.007,0.324,19.409,7.629,-17.761
0.273,-0.998,0.325,21.362,4.333,-15.747
0.278,-0.992,0.340,19.836,2.380,-14.282
0.287,-0.992,0.351,16.785,1.770,-12.817
0.299,-0.987,0.364,13.123,2.014,-11.169
0.310,-0.973,0.372,9.583,2.502,-9.216
0.322,-0.961,0.379,6.958,2.563,-7.385
0.333,-0.949,0.382,5.310,2.747,-5.737
0.342,-0.932,0.386,4.822,2.319,-4.150
0.351,-0.913,0.393,4.517,1.770,-2.747
0.358,-0.894,0.409,3.967,0.793,-1.831
0.363,-0.882,0.413,4.700,0.122,-1.404
0.367,-0.874,0.418,5.371,-0.305,-1.282
0.374,-0.872,0.420,5.554,-0.610,-1.221
0.377,-0.870,0.423,5.493,-1.099,-1.038
0.380,-0.865,0.426,5.249,-1.343,-0.854
0.384,-0.860,0.427,4.578,-1.343,-0.610
0.387,-0.857,0.428,3.418,-1.282,-0.488
0.387,-0.856,0.425,2.258,-1.160,-0.366
0.388,-0.854,0.421,1.343,-0.977,-0.183
0.387,-0.853,0.419,1.099,-1.160,-0.061
0.383,-0.851,0.416,0.793,-1.709,0.183
0.385,-0.842,0.423,0.427,-2.319,0.549
0.381,-0.841,0.431,0.671,-2.747,0.488
0.380,-0.845,0.434,1.221,-3.052,0.427
0.376,-0.848,0.436,1.099,-3.235,0.488
0.377,-0.851,0.442,0.793,-3.357,0.671
0.375,-0.851,0.448,0.244,-3.418,0.977
0.374,-0.847,0.452,-0.244,-3.174,1.465
0.372,-0.842,0.454,-0.366,-3.357,1.831
0.371,-0.842,0.460,-0.305,-3.357,2.075
0.368,-0.834,0.463,-0.244,-3.540,2.380
0.367,-0.831,0.466,0.183,-3.296,2.563
0.367,-0.832,0.468,0.427,-3.113,2.625
0.366,-0.831,0.467,0.549,-2.686,2.808
0.366,-0.826,0.472,0.122,-2.014,2.991
0.368,-0.829,0.474,0.061,-1.526,3.052
0.368,-0.828,0.464,0.366,-0.732,3.235
0.371,-0.820,0.456,0.549,-0.244,3.540
0.371,-0.810,0.453,0.732,-0.488,3.967
0.372,-0.803,0.458,0.732,-0.427,3.967
0.495,0.165,0.804,1.526,1.892,-1.648
0.496,0.163,0.807,-2.014,1.953,-1.160
0.498,0.160,0.807,-4.333,1.831,-0.854
0.497,0.157,0.806,-5.005,1.831,-0.488
0.494,0.152,0.807,-3.357,1.709,-0.305
0.490,0.148,0.815,-0.916,1.770,-0.244
0.489,0.149,0.817,0.427,1.953,-0.061
0.491,0.151,0.819,1.160,1.831,0.061
0.490,0.151,0.818,1.038,1.831,0.122
0.490,0.147,0.821,0.366,1.770,-0.061
0.487,0.147,0.826,-0.427,1.770,-0.305
0.485,0.147,0.831,-1.099,1.648,-0.122
0.485,0.144,0.831,-2.075,1.160,0.122
0.487,0.152,0.835,-2.991,1.038,0.122
0.486,0.158,0.827,-3.540,0.854,0.488
0.489,0.150,0.828,-5.127,0.427,0.549
0.481,0.163,0.828,-6.470,0.183,1.526
0.477,0.169,0.833,-7.080,-0.244,1.831
0.471,0.183,0.848,-7.751,-0.183,2.136
0.469,0.194,0.843,-6.775,0.549,2.686
0.462,0.210,0.859,-5.798,1.587,2.747
0.451,0.227,0.888,-3.357,3.296,3.052
0.454,0.243,0.888,1.587,6.165,3.906
0.461,0.264,0.850,5.005,8.911,3.906
0.458,0.295,0.844,5.066,9.460,2.258
0.454,0.319,0.835,6.409,9.521,1.221
0.452,0.349,0.848,7.568,9.277,0.000
0.445,0.389,0.868,7.874,9.216,-0.977
0.444,0.431,0.873,9.033,10.620,-1.648
0.441,0.474,0.897,9.583,12.329,-3.235
0.444,0.515,0.896,10.193,15.320,-5.859
0.443,0.564,0.881,11.475,18.555,-9.155
0.451,0.598,0.876,13.428,20.691,-12.756
0.453,0.624,0.869,15.808,22.522,-16.724
0.445,0.666,0.866,17.090,24.353,-20.752
0.443,0.695,0.888,20.020,25.696,-23.865
0.447,0.754,0.904,26.428,28.076,-25.696
0.457,0.813,0.908,31.738,32.349,-29.297
0.470,0.886,0.883,38.696,37.476,-34.607
0.496,0.948,0.830,46.570,42.786,-42.664
0.519,0.989,0.778,53.223,46.814,-54.443
0.530,1.005,0.741,55.603,51.208,-71.167
0.521,0.986,0.694,57.983,54.565,-90.698
0.526,0.944,0.611,61.157,60.364,-110.046
0.529,0.935,0.575,58.289,69.214,-129.944
0.507,0.905,0.563,58.167,72.754,-151.611
0.469,0.796,0.559,64.819,73.059,-174.255
0.403,0.622,0.573,73.547,72.998,-194.946
0.359,0.460,0.556,86.365,74.219,-208.923
0.338,0.362,0.473,101.563,76.294,-217.407
0.318,0.340,0.432,111.328,74.585,-227.051
0.293,0.333,0.397,120.605,72.266,-240.112
0.231,0.271,0.360,132.385,70.923,-255.127
0.155,0.154,0.343,140.320,71.350,-271.790
0.066,-0.026,0.325,140.259,77.515,-288.635
-0.022,-0.239,0.262,137.695,85.083,-302.368
-0.107,-0.445,0.184,135.071,85.449,-310.425
-0.167,-0.724,0.109,130.493,78.247,-316.040
-0.203,-1.042,0.125,126.709,57.800,-318.726
-0.220,-1.298,0.221,125.671,30.823,-309.998
-0.211,-1.486,0.296,129.517,10.315,-290.955
-0.180,-1.662,0.319,133.423,1.038,-264.709
-0.135,-1.779,0.288,129.333,0.671,-232.910
-0.081,-1.814,0.233,116.455,4.822,-198.425
-0.038,-1.767,0.209,95.703,9.033,-165.527
-0.008,-1.685,0.235,68.542,12.756,-138.123
0.010,-1.566,0.300,41.565,15.930,-116.882
0.024,-1.462,0.373,20.630,18.433,-100.403
0.041,-1.378,0.416,7.080,21.118,-88.684
0.056,-1.342,0.429,0.610,23.010,-79.956
0.074,-1.329,0.435,-0.854,23.071,-72.510
0.091,-1.326,0.434,0.488,22.278,-65.002
0.109,-1.325,0.412,2.075,21.545,-56.641
0.125,-1.317,0.385,2.502,20.752,-48.218
0.150,-1.282,0.360,1.892,19.592,-39.429
0.173,-1.230,0.367,-0.793,17.578,-31.677
0.194,-1.171,0.388,-2.991,15.442,-25.330
0.215,-1.121,0.403,-3.174,13.550,-20.569
0.228,-1.083,0.420,-2.502,11.414,-17.212
0.243,-1.055,0.416,-0.427,9.705,-14.282
0.255,-1.040,0.407,2.930,7.446,-11.719
0.263,-1.023,0.414,4.944,4.822,-9.094
0.270,-1.001,0.419,6.042,3.113,-6.897
0.279,-0.986,0.417,7.263,1.770,-5.066
0.287,-0.975,0.417,6.348,0.854,-3.601
0.294,-0.966,0.425,4.395,0.122,-2.075
0.302,-0.953,0.438,2.380,-0.488,-1.099
0.309,-0.930,0.452,0.305,-0.793,-0.183
0.316,-0.914,0.454,-1.526,-0.610,0.793
0.322,-0.898,0.459,-2.380,-0.366,1.526
0.326,-0.886,0.458,-2.319,-0.427,2.014
0.326,-0.880,0.459,-1.770,-0.732,2.258
0.328,-0.872,0.465,-1.404,-1.465,2.625
0.326,-0.862,0.482,-1.343,-1.831,2.808
0.328,-0.854,0.488,-0.916,-1.526,3.174
0.329,-0.850,0.486,-0.366,-1.038,3.296
0.330,-0.846,0.480,-0.183,-0.793,3.174
0.331,-0.846,0.470,-0.061,-0.488,3.357
0.333,-0.837,0.468,-0.366,-0.427,3.662
0.333,-0.831,0.476,-0.549,-0.366,3.723
0.333,-0.823,0.479,-0.854,-0.122,3.784
0.332,-0.817,0.475,-1.038,0.061,3.479
0.334,-0.818,0.467,-0.854,0.122,2.930
0.330,-0.817,0.470,-0.732,-0.183,2.625
0.328,-0.813,0.479,-0.671,-0.488,2.563
0.326,-0.813,0.479,-0.427,-0.366,2.197
0.323,-0.813,0.477,-0.366,-0.183,1.831
0.322,-0.813,0.471,-0.183,-0.427,1.587
0.320,-0.812,0.474,-0.183,-0.549,1.465
0.320,-0.809,0.486,-0.366,-0.549,1.221
0.318,-0.812,0.496,-0.183,-0.122,0.854
0.318,-0.818,0.490,0.488,0.305,0.610
0.317,-0.818,0.485,0.916,0.549,0.732
0.318,-0.814,0.483,1.404,0.427,0.916
0.320,-0.813,0.484,1.404,0.244,0.977
0.319,-0.810,0.487,1.099,0.244,1.160
0.321,-0.806,0.485,1.221,0.793,0.916
0.319,-0.808,0.478,1.587,1.343,0.671
0.320,-0.810,0.481,1.831,1.465,0.610
0.566,0.421,0.759,-4.700,-5.310,11.902
0.561,0.407,0.777,-0.549,-4.578,8.301
0.547,0.434,0.839,6.897,-3.174,4.578
0.544,0.411,0.858,20.630,0.183,-0.183
0.549,0.339,0.811,29.663,3.540,-2.747
0.553,0.280,0.783,24.841,3.967,-2.930
0.548,0.244,0.771,14.343,2.258,-1.770
0.552,0.229,0.747,5.066,1.099,-0.610
0.555,0.227,0.730,-2.075,0.427,0.183
0.556,0.227,0.724,-5.920,0.000,0.427
0.559,0.228,0.728,-7.568,-0.366,0.549
0.562,0.230,0.718,-8.057,-0.488,0.061
0.554,0.224,0.731,-8.606,-1.282,-0.732
0.554,0.237,0.740,-6.592,-1.282,-0.427
0.559,0.216,0.714,-3.052,-1.038,-0.244
0.554,0.219,0.722,-2.136,-1.770,-1.282
0.554,0.217,0.725,0.061,-2.502,-1.404
0.554,0.223,0.722,1.465,-2.625,-1.282
0.547,0.237,0.742,0.366,-3.357,-1.465
0.544,0.242,0.750,-0.244,-3.845,-1.526
0.539,0.248,0.765,-0.610,-4.333,-1.648
0.536,0.264,0.777,-1.709,-4.211,-1.648
0.537,0.274,0.777,-1.831,-3.906,-1.770
0.533,0.305,0.798,-2.502,-3.906,-1.831
0.530,0.326,0.811,-1.160,-3.357,-3.296
0.523,0.347,0.841,0.122,-2.197,-4.639
0.516,0.365,0.865,2.563,0.244,-5.615
0.519,0.398,0.871,4.822,3.662,-6.042
0.526,0.438,0.854,8.423,7.202,-7.324
0.531,0.472,0.833,12.024,9.155,-8.911
0.533,0.500,0.821,15.076,10.193,-11.780
0.533,0.530,0.817,17.456,10.620,-14.893
0.532,0.555,0.818,19.348,11.292,-18.372
0.520,0.592,0.822,19.714,11.597,-22.156
0.505,0.626,0.836,20.508,12.268,-25.940
0.500,0.680,0.848,23.743,13.489,-28.809
0.496,0.747,0.858,28.259,15.076,-31.372
0.494,0.812,0.856,33.997,16.907,-35.156
0.503,0.873,0.848,41.138,18.860,-39.673
0.514,0.920,0.852,47.913,20.996,-45.349
0.515,0.964,0.833,53.650,24.658,-52.307
0.508,1.007,0.794,59.937,28.870,-60.364
0.499,1.075,0.755,67.566,29.541,-69.458
0.508,1.127,0.685,76.477,31.067,-80.505
0.522,1.172,0.634,79.895,38.208,-95.398
0.524,1.173,0.591,81.421,44.983,-114.014
0.513,1.127,0.562,80.933,52.612,-135.376
0.485,1.046,0.518,79.712,60.242,-157.166
0.447,0.981,0.503,81.360,63.538,-178.040
0.400,0.891,0.565,90.759,62.012,-197.693
0.306,0.771,0.619,106.384,62.744,-215.149
0.252,0.598,0.578,122.803,71.289,-231.445
0.202,0.455,0.484,134.583,81.787,-245.361
0.150,0.355,0.413,140.259,89.478,-260.132
0.086,0.276,0.340,145.630,95.032,-277.954
-0.013,0.181,0.303,147.339,99.976,-298.096
-0.118,0.015,0.281,148.132,103.943,-320.129
-0.239,-0.263,0.168,155.334,107.117,-339.539
-0.319,-0.575,0.042,158.020,108.459,-352.478
-0.394,-0.867,-0.010,143.921,100.586,-361.572
-0.456,-1.103,0.015,126.465,86.365,-364.441
-0.490,-1.279,0.070,116.089,68.481,-358.215
-0.489,-1.484,0.041,113.586,55.786,-346.558
-0.477,-1.731,-0.037,104.980,48.218,-332.092
-0.445,-2.007,-0.130,91.980,43.701,-306.458
-0.387,-2.289,-0.185,74.524,36.499,-271.606
-0.327,-2.453,-0.100,54.932,21.851,-228.210
-0.277,-2.441,0.072,38.574,5.920,-176.819
-0.224,-2.256,0.249,29.724,-3.967,-125.061
-0.169,-1.970,0.377,27.222,-6.653,-81.360
-0.104,-1.693,0.392,27.954,-1.221,-49.805
-0.049,-1.486,0.371,25.024,7.507,-32.288
-0.002,-1.349,0.319,18.738,15.259,-25.879
0.035,-1.289,0.293,12.024,19.470,-26.001
0.063,-1.287,0.298,4.150,21.912,-28.503
0.082,-1.310,0.308,-2.197,23.499,-29.419
0.106,-1.338,0.287,-6.836,25.146,-26.794
0.131,-1.338,0.276,-10.315,25.146,-21.301
0.154,-1.293,0.287,-11.230,23.010,-13.855
0.177,-1.233,0.292,-10.071,20.630,-6.470
0.207,-1.173,0.279,-7.446,18.250,-1.038
0.233,-1.115,0.261,-4.761,15.503,3.174
0.254,-1.063,0.251,-1.770,11.597,6.165
0.269,-1.028,0.263,0.671,7.446,8.057
0.283,-0.997,0.286,2.136,3.845,9.338
0.296,-0.970,0.297,3.235,1.831,10.132
0.309,-0.958,0.306,3.235,0.549,10.254
0.319,-0.951,0.325,2.258,-0.366,9.888
0.328,-0.943,0.337,0.610,-0.732,9.949
0.335,-0.931,0.347,-1.465,-0.793,10.193
0.339,-0.918,0.356,-3.418,-0.793,10.559
0.341,-0.902,0.363,-5.676,-0.549,10.620
0.342,-0.890,0.372,-7.446,-0.122,10.437
0.345,-0.884,0.377,-8.057,0.122,9.949
0.347,-0.882,0.376,-8.118,0.366,9.338
0.349,-0.883,0.376,-7.446,0.183,9.094
0.352,-0.878,0.380,-6.470,-0.183,9.155
0.353,-0.870,0.377,-5.310,-0.610,9.277
0.357,-0.865,0.373,-3.723,-1.404,9.094
0.359,-0.859,0.370,-2.502,-2.380,8.911
0.357,-0.855,0.379,-1.770,-3.479,8.606
0.355,-0.853,0.393,-1.221,-4.333,8.240
0.353,-0.849,0.398,-0.610,-4.395,7.935
0.352,-0.843,0.395,-0.671,-4.028,7.874
0.350,-0.841,0.385,-0.488,-3.967,7.446
0.349,-0.845,0.379,-0.549,-4.395,6.836
0.348,-0.844,0.380,-0.732,-5.493,6.470
0.345,-0.845,0.391,-0.732,-6.409,5.981
0.339,-0.845,0.417,-1.465,-6.714,5.737
0.336,-0.849,0.423,-1.709,-5.493,5.310
0.335,-0.850,0.414,-1.587,-4.272,5.127
0.335,-0.853,0.399,-1.465,-3.540,5.310
0.333,-0.856,0.399,-1.587,-3.784,5.127
0.333,-0.855,0.407,-1.709,-4.578,5.066
0.332,-0.851,0.413,-1.404,-5.310,5.310
0.331,-0.849,0.420,-1.160,-5.920,5.249
0.331,-0.849,0.431,-0.916,-6.714,4.944
0.329,-0.848,0.459,-0.366,-6.775,4.883
0.327,-0.852,0.486,0.122,-5.249,5.127
0.556,0.244,0.737,-14.526,1.221,3.418
0.554,0.276,0.747,-12.695,1.587,4.150
0.556,0.322,0.764,-9.399,1.953,3.540
0.563,0.367,0.784,-2.930,2.258,2.869
0.568,0.441,0.816,4.517,2.747,1.587
0.568,0.447,0.827,12.939,4.517,-1.404
0.562,0.460,0.849,19.104,6.958,-4.089
0.559,0.468,0.857,25.330,11.169,-6.165
0.560,0.484,0.832,31.372,16.174,-7.935
0.572,0.500,0.784,36.499,20.508,-9.827
0.586,0.514,0.747,38.940,22.705,-12.146
0.593,0.550,0.735,38.696,23.499,-14.954
0.595,0.571,0.737,38.330,24.597,-18.677
0.599,0.604,0.752,37.903,25.940,-22.705
0.598,0.655,0.773,37.109,27.039,-27.405
0.602,0.697,0.789,39.734,28.442,-33.081
0.603,0.729,0.801,45.776,29.602,-39.795
0.606,0.753,0.802,55.969,29.480,-46.936
0.607,0.747,0.777,71.167,28.381,-53.589
0.620,0.756,0.726,85.571,30.701,-59.753
0.641,0.770,0.659,100.708,31.738,-65.857
0.651,0.783,0.606,116.882,30.212,-72.815
0.665,0.758,0.539,130.798,28.870,-81.848
0.676,0.717,0.464,137.878,28.931,-93.445
0.663,0.650,0.429,134.644,27.527,-109.253
0.635,0.572,0.449,123.108,26.428,-127.869
0.589,0.508,0.527,105.957,28.137,-147.827
0.536,0.471,0.592,88.928,33.569,-167.542
0.481,0.446,0.638,77.698,40.710,-187.744
0.430,0.428,0.655,75.684,48.157,-208.313
0.359,0.426,0.616,82.214,55.908,-228.882
0.270,0.353,0.515,93.018,63.354,-251.770
0.164,0.182,0.440,104.858,66.162,-274.841
0.053,-0.118,0.350,120.789,58.960,-294.922
-0.031,-0.456,0.259,139.221,45.593,-306.274
-0.098,-0.775,0.249,145.447,28.259,-310.181
-0.150,-1.003,0.329,137.817,9.827,-309.143
-0.197,-1.208,0.405,131.531,-2.563,-299.988
-0.207,-1.443,0.429,129.211,-8.057,-285.156
-0.201,-1.658,0.431,125.916,-10.010,-263.062
-0.176,-1.820,0.405,117.493,-7.019,-233.154
-0.134,-1.899,0.365,102.295,-0.244,-197.632
-0.083,-1.890,0.329,79.163,8.118,-160.767
-0.031,-1.783,0.319,53.650,14.893,-126.343
0.018,-1.621,0.342,32.776,18.738,-97.534
0.063,-1.444,0.386,19.104,19.592,-75.378
0.103,-1.284,0.425,11.414,20.447,-60.242
0.139,-1.169,0.427,8.789,21.973,-50.842
0.166,-1.111,0.437,7.751,22.339,-46.204
0.189,-1.078,0.448,6.470,22.400,-42.908
0.211,-1.047,0.443,6.226,23.010,-39.490
0.225,-1.009,0.430,5.737,22.949,-35.889
0.239,-0.978,0.416,6.531,22.095,-32.410
0.258,-0.952,0.389,9.033,20.508,-29.541
0.274,-0.939,0.367,12.573,18.372,-26.611
0.287,-0.931,0.350,15.381,15.747,-23.926
0.300,-0.917,0.337,16.785,13.550,-21.484
0.306,-0.904,0.329,16.418,11.475,-19.470
0.311,-0.898,0.328,14.771,9.766,-18.127
0.311,-0.897,0.339,12.390,8.301,-17.395
0.308,-0.906,0.354,9.094,7.141,-16.846
0.306,-0.918,0.379,5.981,6.409,-16.174
0.307,-0.925,0.406,3.601,6.104,-14.954
0.309,-0.923,0.428,2.075,6.104,-13.062
0.316,-0.919,0.427,1.831,6.531,-10.681
0.324,-0.907,0.423,2.319,6.470,-8.789
0.331,-0.897,0.423,2.625,5.737,-7.080
0.334,-0.886,0.426,2.991,4.639,-5.554
0.337,-0.876,0.435,3.540,3.479,-4.639
0.337,-0.866,0.440,4.578,2.380,-3.906
0.335,-0.859,0.449,5.920,1.404,-3.357
0.335,-0.858,0.456,7.202,1.160,-2.869
0.339,-0.864,0.444,8.240,1.648,-2.686
0.342,-0.869,0.425,8.240,2.136,-2.197
0.344,-0.869,0.414,6.836,1.953,-1.770
0.343,-0.857,0.420,4.639,1.221,-1.587
0.342,-0.846,0.442,3.113,0.549,-1.526
0.342,-0.849,0.448,2.930,0.610,-1.770
0.341,-0.853,0.442,3.479,0.793,-1.892
0.339,-0.859,0.436,3.723,0.305,-2.136
0.338,-0.863,0.432,3.235,-0.549,-2.319
0.335,-0.865,0.451,2.319,-1.709,-2.014
0.330,-0.866,0.480,1.892,-2.686,-1.648
0.327,-0.861,0.491,2.014,-2.869,-1.343
0.324,-0.861,0.484,2.563,-2.502,-1.221
0.321,-0.867,0.480,2.747,-2.319,-1.038
0.315,-0.866,0.489,2.380,-2.747,-0.793
0.312,-0.866,0.499,1.465,-2.441,-0.549
0.311,-0.866,0.501,0.854,-1.831,-0.183
0.312,-0.863,0.500,0.366,-1.465,0.366
0.312,-0.858,0.497,0.183,-1.221,0.793
0.312,-0.854,0.501,0.488,-1.221,1.282
0.312,-0.847,0.511,1.038,-1.282,1.831
0.315,-0.841,0.505,1.587,-0.610,2.319
0.319,-0.834,0.494,1.709,0.244,2.441
0.322,-0.829,0.483,1.587,0.488,2.563
0.327,-0.824,0.474,1.038,0.610,2.686
0.332,-0.818,0.465,0.610,0.305,2.869
